-74.5,49.5, PREC ,1997,2003,3,47.0,19.8,1.5,-0.0,0.1,4.8,0.4,0.6,0.0,0.0,1.4,1.9,0.4,0.5,1.2,2.2,-0.0,0.0,-0.0,1.5,0.1,0.0,-0.0,-0.0,0.6,-0.0,-0.0,0.2,4.9,0.1,0.7,5.0,19.8,0.4,0.1, Global
-74.5,49.5, PREC ,1997,2003,4,55.1,10.0,1.8,-0.0,0.0,0.4,0.1,0.1,1.1,0.7,0.0,-0.0,-0.0,0.1,-0.0,0.2,0.0,6.4,0.1,0.1,0.0,5.7,0.0,10.0,7.6,6.7,3.1,2.1,7.1,0.0,1.5,0.2,1.5,-0.0, Global
-74.5,49.5, PREC ,1997,2003,5,49.7,14.3,1.6,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.4,1.0,0.6,0.1,0.5,-0.0,14.3,1.4,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,5.1,-0.0,-0.0,-0.0,2.8,0.5,-0.0,0.2,10.4,9.4,3.0, Global
-74.5,49.5, PREC ,1997,2003,6,72.4,16.9,2.4,-0.0,-0.0,0.0,0.0,-0.0,0.4,0.1,-0.0,2.2,16.9,2.1,3.4,-0.0,-0.0,4.4,2.8,-0.0,0.0,4.2,0.1,-0.0,-0.0,-0.0,-0.0,0.0,4.3,5.0,11.1,1.0,9.3,4.7, Global
-74.5,49.5, PREC ,1997,2003,7,119.3,16.1,3.8,-0.0,2.8,2.3,0.4,7.6,5.4,0.0,1.1,8.6,0.1,-0.0,1.5,14.2,0.6,-0.0,0.1,5.2,6.1,7.7,2.8,2.5,5.5,0.7,2.9,6.9,0.5,13.1,16.1,0.8,0.2,3.4,0.3, Global
-74.5,49.5, PREC ,1997,2003,8,151.6,20.3,4.9,-0.0,4.2,0.1,2.5,17.4,13.6,12.4,6.5,7.9,7.5,1.1,0.4,-0.0,-0.0,-0.0,0.9,9.4,-0.0,-0.0,0.6,0.1,6.4,17.6,2.9,0.0,0.4,1.2,16.7,0.4,20.3,0.8,0.4, Global
-74.5,49.5, PREC ,1997,2003,9,131.7,38.8,4.4,-0.0,8.2,-0.0,0.8,12.4,1.0,2.4,0.3,0.1,-0.0,1.4,0.0,-0.0,-0.0,0.2,3.8,8.2,1.0,-0.0,-0.0,8.0,0.1,0.0,10.9,4.9,14.3,0.1,8.8,38.8,3.2,2.9, Global
-74.5,49.5, PREC ,1997,2003,10,130.5,47.4,4.2,-0.0,7.3,0.6,0.4,10.6,4.2,3.6,2.8,1.4,0.0,0.0,-0.0,1.1,0.5,2.8,47.4,9.9,1.1,0.3,0.1,0.5,-0.0,0.4,0.4,1.3,5.9,5.4,1.7,0.8,10.0,5.0,5.0, Global
-74.5,49.5, PREC ,1997,2003,11,111.2,22.1,3.7,-0.0,4.3,0.0,0.4,0.0,10.2,0.8,3.1,0.7,0.4,2.3,3.2,2.2,13.7,5.4,0.4,-0.0,0.2,0.1,22.1,9.3,0.2,-0.0,1.4,1.4,4.7,0.1,0.5,1.2,21.7,1.0, Global
-74.5,49.5, PREC ,1997,2003,12,81.6,16.8,2.6,-0.0,1.6,0.2,0.5,0.2,0.0,-0.0,-0.0,-0.0,-0.0,5.0,16.8,5.2,0.2,0.0,3.3,0.4,8.4,12.4,1.3,0.3,1.2,3.2,1.6,4.0,4.1,0.7,0.0,0.0,0.5,8.8,1.7, Global
